packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time
2,1535073407.643781,2018-08-23T21:16:47.643781,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,,0.0,,,1,172.27.224.250_172.27.224.70,1,1.0,0.009454011917114258
3,1535073407.653235,2018-08-23T21:16:47.653235,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.009454011917114258,0.009454011917114258,0.009454011917114258,,1,172.27.224.250_172.27.224.70,2,1.0,0.009454011917114258
5,1535073407.955769,2018-08-23T21:16:47.955769,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3025341033935547,0.31198811531066895,0.15599405765533447,0.20723892011376469,2,172.27.224.250_172.27.224.70,3,1.0,0.008143901824951172
6,1535073407.963913,2018-08-23T21:16:47.963913,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008143901824951172,0.3201320171356201,0.10671067237854004,0.16958933102640197,2,172.27.224.250_172.27.224.70,4,1.0,0.008143901824951172
15,1535073408.267853,2018-08-23T21:16:48.267853,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3039400577545166,0.6240720748901367,0.15601801872253418,0.16999574037585394,3,172.27.224.250_172.27.224.70,5,1.0,0.006018877029418945
16,1535073408.273872,2018-08-23T21:16:48.273872,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006018877029418945,0.6300909519195557,0.12601819038391113,0.16178338082505664,3,172.27.224.250_172.27.224.70,6,1.0,0.006018877029418945
20,1535073408.579764,2018-08-23T21:16:48.579764,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3058919906616211,0.9359829425811768,0.1559971570968628,0.1622699002280023,4,172.27.224.250_172.27.224.70,7,1.0,0.00347900390625
21,1535073408.583243,2018-08-23T21:16:48.583243,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.00347900390625,0.9394619464874268,0.13420884949820383,0.1589529685245544,4,172.27.224.250_172.27.224.70,8,1.0,0.00347900390625
23,1535073408.891736,2018-08-23T21:16:48.891736,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30849313735961914,1.247955083847046,0.15599438548088074,0.15954149195542855,4,172.27.224.250_172.27.224.70,9,1.0,0.012130975723266602
24,1535073408.903867,2018-08-23T21:16:48.903867,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.012130975723266602,1.2600860595703125,0.14000956217447916,0.1567527763188757,4,172.27.224.250_172.27.224.70,10,1.0,0.012130975723266602
